day,date,time,operator,branch,driver,temperature,bill,pizzas
Thursday,08-May-14,33.49073997822898,Laura,West,Bruno,73.51982412015509,39.8,5
Thursday,08-May-14,37.225407714892384,Laura,Centre,Salvatore,66.92549022455158,41.9,4
Thursday,08-May-14,25.031314221085594,Laura,West,Mario,56.32604473198281,37.8,4
Thursday,08-May-14,19.602730748647765,Melissa,East,Mario,59.70818763946722,12.0,1
Thursday,08-May-14,32.66635958352829,Melissa,Centre,Bruno,77.51468474361477,51.1,3
Thursday,08-May-14,26.213532051952125,Laura,Centre,Mario,65.00440760617086,42.7,3
Thursday,08-May-14,27.74111470826653,Laura,East,Mario,60.42651911049679,52.4,4
Thursday,08-May-14,34.87085979762949,Laura,Centre,Bruno,64.06416695801677,52.4,1
Thursday,08-May-14,43.54399100089253,Melissa,West,Salvatore,50.27550014275242,45.4,3
Thursday,08-May-14,40.457663777997205,Melissa,East,Mario,68.03034385476457,52.9,4
Thursday,08-May-14,31.853278723932533,Melissa,West,Mario,82.00495379745712,57.5,3
Thursday,08-May-14,12.71489637530274,Laura,East,Mario,68.26781024908534,26.2,1
Thursday,08-May-14,33.5421856953684,Melissa,East,Bruno,68.80179690825489,21.2,1
Thursday,08-May-14,21.398661086009632,Laura,East,Bruno,72.5598544063303,54.9,3
Thursday,08-May-14,23.952053300844987,Laura,West,Bruno,67.36510912245912,37.2,2
Thursday,08-May-14,35.172563596266365,Laura,Centre,Mario,76.9672863768876,38.4,3
Thursday,08-May-14,38.2317926022597,Melissa,Centre,Mario,47.68407870203179,46.3,3
Thursday,08-May-14,43.77453724175595,Laura,West,Salvatore,68.05174123541968,60.2,2
Thursday,08-May-14,26.69814945197609,Laura,Centre,Mario,62.60072601255308,45.9,3
Thursday,08-May-14,21.847836237190236,Laura,West,Mario,64.98726367310418,48.2,4
Thursday,08-May-14,26.217488337597967,Melissa,West,Bruno,73.08863102707066,50.3,5
Thursday,08-May-14,32.97590188456692,Laura,West,Mario,63.33430462026533,32.1,1
Thursday,08-May-14,24.96145118629816,Laura,East,Mario,63.750777264815824,33.9,3
Thursday,08-May-14,19.203164078284072,Melissa,West,Bruno,77.50827052854066,33.2,2
Friday,09-May-14,29.46381018161233,Laura,West,Bruno,69.05905378699454,61.8,4
Friday,09-May-14,34.919119440477445,Laura,East,Luigi,64.18993173558873,42.8,2
Friday,09-May-14,38.77126361935997,Melissa,Centre,Salvatore,71.78049437872521,51.1,3
Friday,09-May-14,27.70482159538168,Laura,West,Luigi,66.48259052361686,42.3,4
Friday,09-May-14,25.453608572093863,Laura,East,Mario,70.01760224621754,31.7,1
Friday,09-May-14,22.416936085719662,Melissa,Centre,Salvatore,65.26387070267023,39.5,2
Friday,09-May-14,27.812245359219137,Laura,Centre,Mario,64.75251420020764,45.1,4
Friday,09-May-14,36.79797393806227,Melissa,East,Bruno,68.58637048501596,48.6,1
Friday,09-May-14,32.38549096466293,Laura,Centre,Luigi,80.15445586311827,43.6,3
Friday,09-May-14,34.323102797493405,Laura,West,Bruno,61.74060181848103,49.8,3
Friday,09-May-14,37.27226985647414,Laura,East,Mario,77.66957737581245,34.1,3
Friday,09-May-14,24.28201795866001,Laura,Centre,Mario,55.57119552297187,51.2,4
Friday,09-May-14,19.481611447432737,Melissa,East,Salvatore,63.08096852424897,36.3,3
Friday,09-May-14,22.66353019793879,Laura,East,Mario,67.67713005216494,41.6,6
Friday,09-May-14,26.6443892985192,Melissa,Centre,Salvatore,64.53935939373248,44.5,2
Friday,09-May-14,32.56768849374224,Melissa,Centre,Luigi,52.03492633426471,57.1,2
Friday,09-May-14,33.255804943657665,Laura,Centre,Salvatore,50.371734999475024,42.9,5
Friday,09-May-14,20.084534242865047,Laura,Centre,Salvatore,70.92307494154319,53.5,6
Friday,09-May-14,27.443481545596534,Melissa,Centre,Luigi,59.92194924926754,46.6,2
Friday,09-May-14,35.84592004226743,Melissa,West,Bruno,55.68210159308861,58.8,6
Friday,09-May-14,35.89348110891108,Melissa,East,Salvatore,56.037625696099454,35.2,2
Friday,09-May-14,28.638835159924398,Laura,East,Salvatore,68.49095298605043,46.3,5
Friday,09-May-14,43.7698145784864,Laura,Centre,Salvatore,67.25022330270296,43.0,2
Friday,09-May-14,24.285466422075785,Melissa,West,Luigi,66.29672616224511,38.6,1
Friday,09-May-14,35.69794903453507,Melissa,East,Salvatore,53.758932948886134,24.7,2
Friday,09-May-14,24.38612055218871,Melissa,Centre,Salvatore,65.53863116216122,44.3,9
Friday,09-May-14,27.79168618741166,Melissa,West,Salvatore,62.915913558608864,40.7,4
Friday,09-May-14,26.472864859085067,Melissa,West,Mario,74.06490280705925,51.8,4
Friday,09-May-14,37.210531676460405,Laura,East,Luigi,73.10636327444728,39.4,2
Friday,09-May-14,31.91392824525673,Laura,East,Salvatore,75.00318166289875,31.2,2
Friday,09-May-14,30.476731507262937,Melissa,Centre,Bruno,76.49670728478293,63.0,3
Friday,09-May-14,37.567268845997894,Laura,East,Bruno,68.8672725466209,33.9,2
Friday,09-May-14,12.929794466632572,Melissa,West,Salvatore,57.55902825014871,50.5,5
Friday,09-May-14,27.005435559210852,Melissa,Centre,Mario,60.42280993743212,29.4,2
Friday,09-May-14,29.121286870334945,Laura,East,Mario,53.872845494825114,16.3,2
Friday,09-May-14,40.140747909841814,Melissa,Centre,Bruno,60.24705883967132,40.8,3
Friday,09-May-14,22.494841304025407,Laura,West,Luigi,61.625025621143294,30.0,1
Friday,09-May-14,31.249027781199064,Laura,Centre,Mario,70.70899780326681,48.2,2
Friday,09-May-14,27.031097432519363,Laura,East,Luigi,71.46359924287306,53.7,2
Friday,09-May-14,27.038598849056438,Melissa,Centre,Mario,72.7404284187599,49.4,4
Friday,09-May-14,30.359066248815108,Laura,Centre,Mario,51.21341543342022,47.6,1
Friday,09-May-14,24.233003171739092,Laura,West,Bruno,73.6103086183618,38.0,3
Friday,09-May-14,29.395111587872833,Melissa,West,Mario,70.25099357582555,67.0,3
Friday,09-May-14,33.69721449968805,Laura,West,Bruno,66.58926852530672,28.7,3
Friday,09-May-14,26.130509381093074,Melissa,West,Bruno,69.81000153358713,46.9,3
Friday,09-May-14,43.09956178624524,Laura,West,Salvatore,68.91043494166655,45.1,4
Saturday,10-May-14,32.41768238759565,Laura,East,Mario,58.88173532102906,29.8,2
Saturday,10-May-14,28.043197527801052,Laura,East,Bruno,69.46372975602979,32.0,4
Saturday,10-May-14,34.26768425047486,Melissa,West,Mario,73.9993255812939,58.0,4
Saturday,10-May-14,24.179326434444537,Melissa,West,Domenico,66.98288755004721,37.8,2
Saturday,10-May-14,23.929486028799186,Laura,East,Salvatore,67.15222225141902,25.0,2
Saturday,10-May-14,24.561576217935723,Melissa,West,Luigi,59.2559986976285,31.9,5
Saturday,10-May-14,31.770017707739054,Melissa,West,Bruno,67.99658074708078,42.0,3
Saturday,10-May-14,33.1565345335829,Laura,Centre,Luigi,50.075303228485716,71.9,2
Saturday,10-May-14,32.50186018599861,Melissa,West,Mario,73.07994245377886,44.1,4
Saturday,10-May-14,36.52857684488178,Melissa,Centre,Mario,54.934983036383905,48.6,3
Saturday,10-May-14,25.050179894559026,Melissa,East,Luigi,64.7157453051096,22.3,2
Saturday,10-May-14,22.16638409105385,Laura,Centre,Salvatore,66.0775129825075,55.0,2
Saturday,10-May-14,27.98679851916029,Melissa,East,Mario,53.016411039835155,34.6,1
Saturday,10-May-14,13.182514182277016,Melissa,Centre,Luigi,66.62126047541787,51.7,1
Saturday,10-May-14,41.759425269232786,Melissa,East,Bruno,56.54665699268121,38.3,5
Saturday,10-May-14,22.45002468951919,Laura,Centre,Mario,70.04865755704341,44.6,2
Saturday,10-May-14,37.576855868029156,Laura,Centre,Salvatore,59.062365409793614,50.4,5
Saturday,10-May-14,26.88449728671009,Melissa,East,Luigi,61.85120298698657,40.5,3
Saturday,10-May-14,36.08575386492186,Laura,Centre,Bruno,77.4333749924582,48.8,6
Saturday,10-May-14,32.77426521540628,Laura,East,Mario,67.17820176569684,23.4,2
Saturday,10-May-14,29.353920212903052,Laura,Centre,Luigi,65.1603622712961,40.3,2
Saturday,10-May-14,47.62831506189346,Melissa,West,Mario,76.39913193471659,45.1,5
Saturday,10-May-14,25.173302858467807,Laura,Centre,Salvatore,74.51961137590666,41.7,4
Saturday,10-May-14,29.82604170804748,Laura,East,Domenico,64.37527780711669,29.0,2
Saturday,10-May-14,22.049213741692014,Laura,East,Domenico,66.28754264027381,27.3,1
Saturday,10-May-14,29.381859393093933,Laura,West,Luigi,63.11813778730893,38.1,5
Saturday,10-May-14,42.481564021031964,Melissa,Centre,Bruno,68.5819912153966,43.1,2
Saturday,10-May-14,33.51464380932346,Laura,West,Salvatore,70.15655542796246,26.4,2
Saturday,10-May-14,27.526389026763354,Laura,Centre,Salvatore,73.6298250248633,38.7,2
Saturday,10-May-14,13.145925110549655,Melissa,Centre,Salvatore,78.84803570502284,52.7,3
Saturday,10-May-14,35.571469523568226,Melissa,Centre,Domenico,74.81675345418854,27.3,3
Saturday,10-May-14,25.650062421947855,Melissa,East,Mario,57.732863879670965,32.3,2
Saturday,10-May-14,25.531166226707448,Laura,Centre,Salvatore,61.86387897543327,43.7,4
Saturday,10-May-14,35.856662163251656,Laura,West,Mario,62.307167360540966,47.8,4
Saturday,10-May-14,26.650314965316984,Melissa,West,Salvatore,70.95971355453399,55.0,3
Saturday,10-May-14,27.931967467353626,Laura,West,Bruno,70.41207837968426,41.4,5
Saturday,10-May-14,34.79418419493813,Melissa,West,Mario,67.1525872352331,61.0,4
Saturday,10-May-14,27.86185173045884,Laura,Centre,Salvatore,68.55864461862086,33.0,3
Saturday,10-May-14,20.330535144733318,Laura,Centre,Salvatore,60.0290220595463,52.8,3
Saturday,10-May-14,19.778494047382818,Melissa,Centre,Mario,66.67350804816715,60.2,5
Saturday,10-May-14,28.014581344222126,Melissa,Centre,Luigi,68.4408267738775,31.7,2
Saturday,10-May-14,23.65380219299929,Laura,East,Luigi,57.6685260004916,38.9,2
Saturday,10-May-14,24.04818085151368,Melissa,West,Mario,71.32782384152219,44.0,3
Saturday,10-May-14,28.59904045150077,Melissa,Centre,Mario,69.37543537852339,45.0,3
Saturday,10-May-14,32.83098366069734,Laura,Centre,Mario,71.9708707582777,74.0,5
Sunday,11-May-14,38.59208379706615,Laura,West,Domenico,60.081569082339975,31.9,3
Sunday,11-May-14,25.185703349925994,Laura,West,Salvatore,65.57280209968168,37.9,3
Sunday,11-May-14,22.549827657426015,Laura,Centre,Mario,50.13279190310728,39.7,3
Sunday,11-May-14,35.95350216478296,Melissa,East,Domenico,73.22473047813044,30.1,1
Sunday,11-May-14,22.65347149613517,Melissa,West,Mario,67.17148518175921,40.9,6
Sunday,11-May-14,35.029242323834424,Laura,Centre,Mario,70.69337337644025,61.5,2
Sunday,11-May-14,40.60879645311689,Melissa,East,Domenico,69.00080550611246,47.3,5
Sunday,11-May-14,34.907750019006,Melissa,West,Mario,66.55808225673437,57.1,4
Sunday,11-May-14,30.11529256192473,Laura,Centre,Bruno,51.739861870696465,53.2,3
Sunday,11-May-14,26.030741808074303,Laura,West,Salvatore,61.295438647339886,34.2,5
Sunday,11-May-14,27.40041073388955,Laura,Centre,Domenico,67.67491358039612,42.3,2
Sunday,11-May-14,33.8624179607236,Laura,East,Bruno,69.5424559846562,52.6,2
Sunday,11-May-14,35.02106912727509,Laura,West,Bruno,68.25251905110734,48.8,5
Sunday,11-May-14,32.871822265932444,Melissa,Centre,Mario,58.41738551927384,45.3,2
Sunday,11-May-14,33.631899742078794,Laura,Centre,Salvatore,64.86127554134752,58.3,5
Sunday,11-May-14,37.25857072320847,Laura,East,Domenico,69.39586187848916,33.6,1
Sunday,11-May-14,29.671202668410874,Melissa,East,Domenico,47.02326213347308,38.1,3
Sunday,11-May-14,29.757623518090305,Melissa,East,Domenico,61.03504012095708,41.6,3
Sunday,11-May-14,23.963966058103466,Laura,Centre,Luigi,77.17535745854198,37.1,3
Sunday,11-May-14,38.459978981507355,Laura,East,Bruno,78.89601063863171,52.4,3
Sunday,11-May-14,34.790963657003154,Laura,East,Luigi,81.81800025189159,46.0,3
Sunday,11-May-14,25.453359983477174,Melissa,East,Bruno,65.2314031047711,52.4,3
Sunday,11-May-14,32.8399126115324,Laura,Centre,Salvatore,69.61614069037176,61.4,5
Sunday,11-May-14,22.438288985550685,Melissa,Centre,Mario,65.63217780018526,39.8,4
Sunday,11-May-14,22.04570648492057,Melissa,West,Mario,79.33928672804333,56.9,3
Sunday,11-May-14,22.17406235279233,Laura,East,Mario,63.510673888966856,48.3,3
Sunday,11-May-14,31.54628025281741,Melissa,West,Luigi,60.16206596537025,33.9,2
Sunday,11-May-14,37.836925210681024,Melissa,East,Luigi,68.83800112745344,30.4,2
Sunday,11-May-14,39.76520298586101,Melissa,East,Mario,67.83420964055776,43.7,1
Sunday,11-May-14,33.1139716492071,Melissa,West,Salvatore,58.63644316549123,57.8,3
Sunday,11-May-14,33.483151185161965,Melissa,Centre,Salvatore,64.89910670814494,47.5,3
Sunday,11-May-14,22.708713480056797,Laura,West,Bruno,71.64561511312019,67.1,4
Sunday,11-May-14,37.40011341827014,Melissa,West,Domenico,75.836715638912,28.1,1
Sunday,11-May-14,34.65484553464766,Laura,West,Luigi,68.60142783437671,48.6,2
Sunday,11-May-14,34.48130009404639,Laura,East,Luigi,69.70342185349992,34.9,2
Sunday,11-May-14,26.0620601046886,Laura,West,Salvatore,66.41174873415098,27.5,2
Sunday,11-May-14,27.84261416142289,Laura,East,Mario,59.613082299573605,41.7,2
Sunday,11-May-14,31.044831443864485,Laura,East,Luigi,60.20876671906429,29.9,1
Sunday,11-May-14,33.69361408112804,Laura,East,Domenico,63.956843297534476,35.5,1
Sunday,11-May-14,33.02382648724262,Laura,East,Luigi,60.0873440440725,24.7,3
Sunday,11-May-14,30.59787787253003,Laura,East,Domenico,66.49857022580146,27.9,3
Sunday,11-May-14,35.892434603264476,Laura,Centre,Salvatore,77.23061826183927,54.2,3
Monday,12-May-14,27.50974291472682,Laura,West,Salvatore,68.93333513971972,55.9,3
Monday,12-May-14,27.980510431529652,Laura,Centre,Bruno,75.46763275911587,38.4,3
Monday,12-May-14,23.69543003278952,Laura,West,Bruno,79.34855629027814,51.4,3
Monday,12-May-14,36.64944490898576,Laura,Centre,Bruno,62.61400351562173,54.6,3
Monday,12-May-14,27.317925769007868,Laura,East,Salvatore,57.913910383383296,47.0,2
Monday,12-May-14,32.76549773418209,Laura,East,Bruno,57.40959411968368,29.5,2
Monday,12-May-14,17.996187360957233,Laura,West,Bruno,74.06943509472615,45.5,2
Monday,12-May-14,40.16313997125897,Laura,Centre,Salvatore,71.16622443190788,48.3,6
Monday,12-May-14,24.217748299602256,Laura,Centre,Salvatore,69.54455330635578,39.4,6
Monday,12-May-14,36.909866713017365,Laura,East,Salvatore,64.60597235664048,29.5,1
Monday,12-May-14,23.10986589213561,Laura,Centre,Salvatore,60.65074648023831,36.4,3
Monday,12-May-14,34.985034329675706,Laura,West,Salvatore,59.2734768402824,39.0,2
Monday,12-May-14,24.70507007924332,Laura,West,Salvatore,58.978035633023175,40.3,4
Monday,12-May-14,30.01044812503262,Laura,West,Salvatore,69.95792927678977,46.9,5
Monday,12-May-14,29.00638742320631,Laura,West,Bruno,61.4074158329255,40.9,1
Monday,12-May-14,26.453790614049765,Laura,West,Bruno,71.9976085819273,40.2,1
Monday,12-May-14,28.053928806271852,Laura,East,Salvatore,71.32706658118778,25.5,1
Monday,12-May-14,22.62683083763513,Laura,East,Salvatore,57.57070009531086,18.6,1
Monday,12-May-14,30.46767391069705,Laura,Centre,Salvatore,71.90201817518756,53.4,4
Monday,12-May-14,32.34460933088245,Laura,Centre,Bruno,57.22877524555649,35.5,4
Monday,12-May-14,31.39948622166777,Laura,West,Salvatore,54.862795697340964,36.3,2
Monday,12-May-14,31.071901652863392,Laura,Centre,Salvatore,72.51060188510553,31.1,2
Monday,12-May-14,30.329467587613397,Laura,East,Salvatore,68.20111365979471,26.7,1
Monday,12-May-14,38.37942235667365,Laura,Centre,Salvatore,61.59884662643633,38.9,4
Monday,12-May-14,33.614129687577474,Laura,East,Salvatore,53.77549010924921,56.3,3
Monday,12-May-14,24.479643370489264,Laura,Centre,Bruno,75.64007608094357,44.0,4
Monday,12-May-14,28.66899833849402,Laura,East,Salvatore,64.05753617186107,17.2,1
Monday,12-May-14,26.47619656550005,Laura,Centre,Salvatore,75.99227048862794,62.7,5
Monday,12-May-14,32.4537468114762,Laura,Centre,Salvatore,67.2442956398469,43.0,4
Monday,12-May-14,26.45388754030468,Laura,East,Salvatore,48.31600059306295,56.0,3
Monday,12-May-14,26.62942479482601,Laura,East,Bruno,74.04251859587188,37.6,4
Monday,12-May-14,29.51536761753589,Laura,West,Salvatore,66.3401166975037,50.2,2
Monday,12-May-14,21.944770955733837,Laura,Centre,Salvatore,68.99044111209336,47.4,2
Monday,12-May-14,24.83597119649568,Laura,Centre,Bruno,75.49552113911463,59.4,3
Monday,12-May-14,27.60604573105667,Laura,West,Salvatore,68.90150644749883,50.8,6
Monday,12-May-14,26.469124377370754,Laura,West,Bruno,72.16833255553487,49.0,3
Tuesday,13-May-14,27.587338296771627,Melissa,Centre,Bruno,56.392139880171385,54.9,3
Tuesday,13-May-14,37.078903308575896,Melissa,East,Mario,56.63269070168366,32.3,3
Tuesday,13-May-14,36.38401978549838,Melissa,West,Mario,58.72950538540199,40.5,3
Tuesday,13-May-14,34.749625265068445,Melissa,East,Bruno,71.45817754067143,21.1,1
Tuesday,13-May-14,31.98617662429361,Melissa,Centre,Mario,67.36612561285102,38.6,5
Tuesday,13-May-14,36.92998944616013,Melissa,Centre,Bruno,66.57308035519371,59.7,4
Tuesday,13-May-14,23.80542508646436,Melissa,West,Mario,61.951209848086464,57.0,3
Tuesday,13-May-14,22.01280034405497,Melissa,Centre,Mario,68.23998998737851,49.8,4
Tuesday,13-May-14,36.490834470388734,Melissa,East,Bruno,57.34844556684927,21.1,4
Tuesday,13-May-14,31.3570320307934,Melissa,Centre,Bruno,54.71311610081973,36.2,2
Tuesday,13-May-14,31.8911474018937,Melissa,East,Mario,70.68992803807639,33.8,2
Tuesday,13-May-14,28.56189184495665,Melissa,Centre,Mario,63.92638615183043,66.5,4
Tuesday,13-May-14,27.589539539351296,Melissa,Centre,Mario,66.61695978019604,51.1,2
Tuesday,13-May-14,36.029101321770426,Melissa,East,Mario,64.2162947995824,44.9,6
Tuesday,13-May-14,29.805619708250926,Melissa,West,Bruno,65.79569836273508,37.1,2
Tuesday,13-May-14,33.0129193190526,Melissa,West,Bruno,65.12594129395022,42.7,4
Tuesday,13-May-14,31.451252668531428,Melissa,East,Bruno,59.711157526622685,58.2,1
Tuesday,13-May-14,38.62805201023139,Melissa,East,Bruno,67.40577086421963,26.3,1
Tuesday,13-May-14,34.98399309791634,Melissa,West,Bruno,61.90687453323659,38.9,3
Tuesday,13-May-14,30.02597913903723,Melissa,East,Bruno,65.79395302833723,11.9,1
Tuesday,13-May-14,31.061815505579506,Melissa,West,Mario,72.36898865821756,35.9,3
Tuesday,13-May-14,14.904360675747226,Melissa,Centre,Bruno,61.01967811050662,51.9,4
Tuesday,13-May-14,34.69549783785256,Melissa,Centre,Mario,58.10542815282225,14.0,1
Tuesday,13-May-14,32.59380281600693,Melissa,West,Mario,67.50686557563954,31.4,2
Tuesday,13-May-14,34.39904967256218,Melissa,West,Mario,68.89475671113694,26.5,2
Tuesday,13-May-14,25.466444555540495,Melissa,East,Bruno,54.28584684357525,47.6,2
Tuesday,13-May-14,38.92026986883398,Melissa,West,Mario,66.3235789037939,36.7,3
Tuesday,13-May-14,31.977204410464374,Melissa,Centre,Mario,56.269904617017595,44.7,2
Tuesday,13-May-14,25.46507838077347,Melissa,Centre,Mario,66.59195627368621,46.3,9
Tuesday,13-May-14,24.56526291930905,Melissa,Centre,Mario,58.055226055728376,54.7,3
Tuesday,13-May-14,14.988354001548105,Melissa,West,Mario,65.47988948837899,46.8,3
Wednesday,14-May-14,22.162017623692183,Laura,West,Mario,56.59508176498204,57.8,3
Wednesday,14-May-14,37.1761477178361,Melissa,Centre,Mario,69.71661534216862,34.2,2
Wednesday,14-May-14,33.973468990041106,Melissa,Centre,Mario,69.51723911101894,61.7,4
Wednesday,14-May-14,33.13525185654003,Laura,East,Salvatore,71.16564292668569,11.6,1
Wednesday,14-May-14,28.043369456503008,Melissa,East,Mario,65.43334090587956,51.6,4
Wednesday,14-May-14,28.611602363168934,Melissa,Centre,Salvatore,57.42896760986118,46.0,5
Wednesday,14-May-14,24.69617437336603,Melissa,East,Mario,71.24920261252925,62.3,4
Wednesday,14-May-14,31.664711997673678,Laura,Centre,Mario,67.01824052424566,42.8,2
Wednesday,14-May-14,26.19746781337531,Laura,East,Mario,54.8056349854794,59.1,2
Wednesday,14-May-14,19.90459168847852,Melissa,East,Salvatore,73.81145659845265,27.7,2
Wednesday,14-May-14,27.975535108076034,Laura,Centre,Mario,62.942179862470134,49.9,5
Wednesday,14-May-14,33.733881789217264,Laura,West,Mario,66.18118930223783,12.7,1
Wednesday,14-May-14,37.74955063151912,Laura,Centre,Mario,64.6995037748415,32.7,6
Wednesday,14-May-14,28.692811938133712,Laura,Centre,Salvatore,70.45863355242888,57.5,2
Wednesday,14-May-14,24.954138279502853,Melissa,West,Salvatore,57.993260807673686,66.0,4
Wednesday,14-May-14,15.978361807400644,Melissa,West,Mario,74.11782352939507,39.5,3
Wednesday,14-May-14,34.611489732793395,Laura,East,Salvatore,59.71739017411488,22.3,2
Wednesday,14-May-14,30.44825974882269,Melissa,Centre,Mario,65.93202693603192,60.8,5
Wednesday,14-May-14,30.489807210233604,Melissa,West,Mario,65.45303243697809,54.9,4
Wednesday,14-May-14,36.916020071633476,Melissa,East,Salvatore,56.41500178342498,31.3,4
Wednesday,14-May-14,31.74973955550762,Laura,West,Mario,55.89091052038884,53.8,2
Wednesday,14-May-14,27.79840643162803,Melissa,East,Mario,72.7690142519759,36.9,2
Wednesday,14-May-14,25.017793322318607,Melissa,Centre,Salvatore,60.87774912520789,41.7,3
Wednesday,14-May-14,35.18187746883292,Melissa,West,Mario,63.83769530082979,56.4,4
Wednesday,14-May-14,24.95405951776276,Laura,West,Salvatore,62.80434694821235,41.9,2
Wednesday,14-May-14,29.751768459919486,Melissa,East,Mario,57.82569070623619,33.0,3
Wednesday,14-May-14,29.12162365592691,Laura,West,Mario,63.20159518389946,21.0,1
Wednesday,14-May-14,17.463659984407435,Melissa,West,Salvatore,68.84663670649306,48.4,11
Wednesday,14-May-14,36.10355342543152,Laura,East,Mario,61.00880352894272,31.1,1
Wednesday,14-May-14,24.006483732905807,Laura,Centre,Mario,72.4476069674963,38.8,3
Wednesday,14-May-14,28.861390905578162,Laura,West,Mario,66.13291305279675,39.3,5
Wednesday,14-May-14,33.24469500653865,Laura,Centre,Salvatore,54.31592569260275,44.5,6
Thursday,15-May-14,28.17564840743808,Laura,East,Bruno,71.47628035796862,12.8,1
Thursday,15-May-14,19.431328272086454,Laura,Centre,Mario,69.72291306847256,48.7,3
Thursday,15-May-14,18.96780807372201,Laura,West,Bruno,56.86774676734967,32.3,1
Thursday,15-May-14,38.86358999172942,Laura,Centre,Mario,64.65965611000907,52.5,7
Thursday,15-May-14,26.56171254692873,Melissa,Centre,Mario,63.62121328524399,42.2,3
Thursday,15-May-14,27.57837337173139,Melissa,West,Salvatore,65.63187842672426,34.4,2
Thursday,15-May-14,27.384831431586186,Laura,West,Salvatore,56.00658800921436,49.2,5
Thursday,15-May-14,39.546886253192774,Laura,West,Bruno,58.94767148046209,56.5,2
Thursday,15-May-14,31.316838261670565,Laura,East,Bruno,76.30631267513364,44.5,2
Thursday,15-May-14,26.805951322883075,Laura,Centre,Mario,57.057994586920785,23.6,2
Thursday,15-May-14,34.19599952543403,Melissa,Centre,Bruno,63.66020152646227,29.2,2
Thursday,15-May-14,35.395406014238034,Laura,West,Salvatore,60.95542664379445,52.5,4
Thursday,15-May-14,32.92509207704229,Melissa,East,Mario,70.32327763520921,24.9,2
Thursday,15-May-14,35.2996538740022,Laura,Centre,Salvatore,59.685453987212064,51.4,2
Thursday,15-May-14,37.174202974990465,Melissa,Centre,Salvatore,72.66758525410346,40.8,6
Thursday,15-May-14,34.90794674489743,Melissa,Centre,Bruno,67.06535188053033,46.9,2
Thursday,15-May-14,29.091441381075548,Laura,Centre,Mario,70.060162127661,59.9,2
Thursday,15-May-14,36.02032759258265,Melissa,Centre,Mario,74.75299579067095,40.7,2
Thursday,15-May-14,27.60078001150864,Melissa,East,Salvatore,64.26903473741048,38.8,4
Thursday,15-May-14,33.32917656341121,Melissa,Centre,Bruno,52.65259595287753,39.7,2
Thursday,15-May-14,30.865532668548894,Laura,West,Mario,70.42376755081263,60.5,1
Thursday,15-May-14,25.50817209517613,Laura,East,Bruno,63.19593261282353,35.7,2
Thursday,15-May-14,30.274503477259717,Melissa,West,Bruno,56.86697984915933,20.7,3
Thursday,15-May-14,30.224801841091825,Laura,East,Mario,59.305076815743114,18.0,1
Thursday,15-May-14,26.841211645923494,Laura,Centre,Mario,63.548271165263564,44.1,4
Thursday,15-May-14,29.654398498115096,Melissa,West,Salvatore,74.24972031847605,30.5,2
Thursday,15-May-14,28.672694415748182,Laura,East,Bruno,71.05669534281084,34.3,3
Thursday,15-May-14,23.66656709251761,Laura,East,Mario,61.61142573569397,34.4,2
Thursday,15-May-14,27.92075682579546,Laura,Centre,Mario,72.95250292155306,37.5,2
Thursday,15-May-14,23.68089192710113,Laura,West,Salvatore,77.96893090055705,37.6,4
Thursday,15-May-14,36.82430634612639,Laura,East,Bruno,65.85639417858764,57.6,2
Thursday,15-May-14,35.90294733156326,Laura,West,Salvatore,77.23548055629729,34.1,1
Thursday,15-May-14,28.68995106764067,Melissa,West,Mario,79.6092347345869,33.5,4
Thursday,15-May-14,28.092759411144552,Melissa,West,Salvatore,61.843305388499346,48.9,6
Thursday,15-May-14,30.410040650612675,Laura,Centre,Mario,63.691564681360255,44.7,5
Thursday,15-May-14,28.453515556825124,Laura,Centre,Bruno,59.2098633645603,48.0,4
Thursday,15-May-14,26.24076602534041,Laura,West,Bruno,69.1490278539804,45.2,2
Friday,16-May-14,37.13539568383752,Melissa,East,Luigi,63.318183897849515,51.3,2
Friday,16-May-14,34.697152467100956,Laura,Centre,Salvatore,64.09254335347711,30.7,2
Friday,16-May-14,29.58728275658156,Melissa,West,Mario,54.675882368767155,53.1,4
Friday,16-May-14,20.897300350660693,Melissa,East,Bruno,63.43687354945567,50.1,3
Friday,16-May-14,24.691208400937523,Melissa,West,Salvatore,66.65894813062664,45.4,5
Friday,16-May-14,22.08197305135005,Laura,East,Luigi,74.03863981054631,32.4,2
Friday,16-May-14,29.855614592928443,Laura,West,Bruno,49.438879790048645,28.4,2
Friday,16-May-14,26.846945975220642,Melissa,Centre,Bruno,64.6525604762949,51.2,3
Friday,16-May-14,32.26453013884595,Melissa,Centre,Salvatore,63.873809771107254,50.1,3
Friday,16-May-14,30.089481670823,Melissa,West,Bruno,77.03851502613786,50.4,4
Friday,16-May-14,35.82598191038234,Laura,Centre,Salvatore,66.21026140326299,53.7,3
Friday,16-May-14,32.2514913883985,Laura,East,Bruno,64.45140557997632,30.3,1
Friday,16-May-14,32.57556893413599,Laura,East,Mario,63.48047482775136,46.9,4
Friday,16-May-14,22.216405658791615,Laura,East,Mario,66.80058566258735,19.6,2
Friday,16-May-14,25.137798720304442,Melissa,East,Mario,62.51618706036524,52.5,2
Friday,16-May-14,19.473730449634946,Melissa,West,Salvatore,67.45373638774846,39.2,3
Friday,16-May-14,32.416131545892874,Laura,Centre,Bruno,63.277619768394594,54.9,8
