Age,Income
25,109038
23,97676
34,150006
42,31430
54,8175
52,5133
31,8443
27,21593
45,54139
40,132713
37,55289
38,142086
44,30944
39,129624
30,115492
29,31972
34,60170
25,46397
43,132179
31,39286
32,93019
37,129092
29,53107
27,99599
32,45367
50,67192
36,56931
31,22273
38,162091
23,77964
56,135988
51,78431
50,11648
32,20069
37,148773
40,48447
45,64944
21,129977
42,37352
22,35196
47,55344
42,33426
36,74162
21,115192
38,32305
26,9079
25,56693
28,27084
43,28895
28,20314
26,74272
42,94530
48,20960
35,122353
25,74579
47,57690
31,88421
28,41657
38,86021
35,27479
49,79252
46,44423
47,93805
42,15578
44,35625
38,25372
63,80536
37,105253
25,107420
31,128112
38,30559
42,32642
35,97204
35,27540
27,34552
53,26257
43,32127
37,86146
28,106306
42,40002
38,5191
35,11739
31,21807
37,27379
25,21505
45,25365
36,17775
28,54492
40,69702
55,120440
28,100926
52,83833
33,146521
36,64175
39,49346
46,89997
28,20887
30,12732
47,94778
52,42940
43,35406
30,73934
35,40772
24,68690
21,49108
37,128480
58,17566
22,58946
24,79809
38,29191
30,150057
35,107879
31,39512
50,36795
33,92308
25,70013
35,83459
64,79200
24,89475
48,13824
65,115775
28,42823
23,88893
63,39382
35,39455
23,28066
51,67444
27,40594
45,56164
26,19979
29,42890
53,18312
31,62257
33,51992
27,19020
34,7027
56,20367
40,13199
38,127582
25,38658
40,56906
34,50940
52,18422
45,56903
54,23091
32,72382
42,68295
47,64206
35,11059
32,22597
53,32147
55,22991
41,7885
26,71099
54,120658
45,29189
35,23933
21,30606
44,62137
31,32627
37,56918
43,89669
50,37305
24,49727
30,46353
37,27872
36,24552
55,62332
23,56835
58,77406
32,93463
37,50672
41,24395
36,16156
21,84859
48,60265
44,172107
32,92264
35,12917
33,68219
35,62994
42,9276
40,34184
34,70567
27,87228
37,139544
31,42356
48,39703
27,26180
27,38889
23,43683
60,66184
37,63171
31,61244
26,33284
34,54741
59,65136
33,101605
56,90951
47,31787
37,50647
56,33930
33,19327
54,69588
35,140927
23,85723
22,48317
28,13880
22,35331
34,66053
31,33849
27,54149
46,45199
40,22402
39,16539
47,23530
50,75900
39,93520
30,5052
41,150025
47,163630
59,56627
23,23919
43,36655
40,50492
41,27552
48,12495
41,127217
44,131497
37,75791
40,21374
37,16788
42,10319
23,19942
34,149610
45,30514
47,58672
24,23517
56,51195
26,32245
40,11065
25,26139
43,78709
37,42938
23,13022
48,30488
40,20960
34,21514
25,5525
23,15858
30,110131
32,38166
51,16722
23,44615
37,69137
31,18999
29,144324
40,12308
28,29868
23,81483
43,48249
27,72275
26,29312
34,34378
30,21278
38,98212
36,58846
25,105449
35,91236
26,24547
31,20472
39,72574
51,23720
38,33506
43,51688
36,34248
38,82187
34,143913
40,69995
24,65451
34,62665
30,17364
50,79590
28,32264
32,47603
47,12201
49,68225
32,59974
24,29226
33,61256
31,42679
26,141804
50,58025
29,32157
54,22775
43,76495
32,44266
32,87016
24,50316
34,60783
37,190568
33,152909
27,17394
36,32815
34,12654
52,39138
32,103431
20,96162
28,25538
36,95890
44,87773
53,13312
29,130089
40,49324
38,38815
41,47797
42,101111
34,55002
44,9191
34,36680
25,21991
50,96113
37,24633
45,57097
55,73774
29,50103
31,16725
46,88905
33,20962
30,105699
47,56143
39,14619
38,75161
38,80744
37,154286
30,151167
43,65392
26,46998
33,88684
36,21028
33,41442
25,95862
24,16659
62,11583
62,77160
36,37078
46,12964
44,46867
35,41334
34,29344
51,46311
31,80034
42,46705
21,56120
42,41760
40,42939
24,115979
36,60640
56,46624
39,85937
44,34937
31,100283
30,41236
25,113120
32,62884
43,9085
22,96536
32,195986
31,31344
41,8169
24,33531
42,78384
29,39230
39,10026
40,66329
36,34968
45,74161
21,25472
26,85334
48,122598
40,32921
39,62269
66,35476
41,51597
28,51697
53,30545
30,52324
45,20901
36,8502
41,134747
37,54870
25,12608
38,116330
47,55408
20,180515
51,26261
27,56729
63,84749
31,43887
42,69647
32,96145
31,44989
47,48775
40,7174
65,82649
42,31181
35,32455
43,67161
39,20366
46,41734
57,10703
25,35510
28,40480
39,9696
31,19535
36,44800
40,55795
49,132621
41,172019
31,22460
36,57828
31,40835
28,64536
24,60783
41,110105
29,83838
24,175383
45,41799
55,49601
41,14956
38,13737
41,61815
45,139692
42,53295
39,83799
26,17266
26,84260
27,107284
43,49489
40,82811
33,52303
44,115992
39,172537
41,49741
22,32440
51,115377
43,54944
32,46195
40,40877
41,52376
41,98008
64,21642
35,42291
40,26742
53,93441
24,23176
61,32376
39,44501
40,36363
28,48741
44,120112
43,145259
30,51430
48,37469
38,37434
24,20102
35,73973
28,25808
26,64728
41,22827
50,99825
40,20155
40,30536
37,42724
42,56632
32,33172
33,142458
35,82491
32,53300
36,21447
33,165291
35,78789
45,50802
21,19688
39,39940
38,101340
29,73344
41,23253
63,90403
41,32185
26,50448
27,31706
32,60210
34,13186
26,105332
45,28012
26,96588
33,119747
68,74368
52,20424
34,43256
33,72574
23,42237
26,37786
35,86333
38,22500
28,33408
28,68079
35,8051
54,13526
38,29449
28,61054
37,11664
37,62569
34,68583
22,8327
52,120675
39,52821
37,47868
40,88247
27,76939
45,58551
28,13874
29,27086
54,70111
42,7976
34,26826
48,51080
43,105881
43,27345
25,62178
28,10459
47,47663
29,35929
47,38328
29,112760
40,64532
32,142237
27,7139
35,10191
34,76920
32,21617
28,50410
33,83886
28,49844
33,42057
55,104470
24,125911
37,45161
62,71201
40,26701
52,88153
51,21893
30,55048
55,42188
42,21584
58,61905
33,114787
22,141585
38,74689
24,82903
56,56537
43,47950
40,11124
32,135232
24,20816
49,46717
40,147334
32,35783
35,24049
36,6532
41,10066
20,68711
35,49001
32,32034
44,63545
40,41477
42,34200
30,89152
30,19190
30,56876
29,79568
37,82529
29,126092
58,122078
34,50461
39,69674
24,100423
29,86463
28,94987
48,80036
50,43825
43,39224
37,11565
53,120063
26,108827
42,23245
38,24987
32,103982
44,133110
48,110184
53,83969
25,112011
36,77109
49,76467
38,57847
57,39096
60,191330
45,139242
51,8828
35,10262
22,65609
50,21898
38,5276
36,5757
40,104336
30,15156
63,78792
21,30524
28,107002
30,38081
27,70756
35,50193
40,53504
33,16380
39,119380
38,62035
48,27330
36,25575
46,78479
36,52446
57,58047
26,27705
23,79158
55,55276
28,159098
30,6584
47,54364
45,79363
38,27343
31,25519
42,63373
59,157551
60,22028
46,26181
49,65582
59,48675
33,81269
40,13391
40,138588
28,58707
51,31712
37,137284
31,14670
32,32616
22,86430
44,75542
30,111084
30,32341
26,116331
22,77542
45,29349
27,10015
86,8016
28,74360
23,137267
35,15359
61,63322
23,48742
30,94653
50,57475
32,25200
31,81601
30,70535
41,13307
53,91391
49,44711
27,52964
40,22368
24,69810
47,103627
41,42759
28,39647
40,10021
38,68961
33,57156
38,143835
28,52060
26,129770
25,117745
38,32502
31,37599
48,8337
25,27580
35,14385
38,56142
41,29021
39,64810
33,26923
40,51521
40,30513
60,35340
31,125219
21,115765
61,56283
37,62276
25,13958
22,22883
49,175597
38,44489
52,7314
43,63172
61,83621
51,27269
36,60852
38,44944
47,59092
24,17797
35,147410
45,51684
32,73782
29,47173
40,7775
32,19869
38,69134
31,5785
56,19146
24,34830
29,98324
34,50845
27,47654
29,99939
30,115995
36,33007
50,12884
58,10910
58,51085
50,14276
52,47546
42,104903
23,37164
36,99795
64,78610
26,34552
39,164803
48,176492
26,61785
22,32515
37,54149
44,135943
61,76127
44,11694
30,116774
25,61390
45,32882
62,31165
39,5516
35,119379
29,33523
38,102875
40,20399
55,49855
61,60628
29,74824
62,6955
26,107537
45,117747
35,33719
46,97918
34,20939
24,30492
28,41532
52,48523
37,122504
48,25938
30,75430
40,42306
36,10952
25,157688
52,50909
29,43133
52,48510
32,14061
29,26531
23,46482
41,69588
32,5937
36,7238
32,103331
32,123453
51,47546
29,135603
22,36214
25,74682
44,125329
24,59707
33,80800
52,54246
42,27078
31,76245
36,20680
40,69478
30,42263
47,82071
45,31557
42,89860
35,109878
26,163678
44,34366
41,31189
25,96620
36,18839
50,68196
48,8502
40,60303
29,77054
26,33299
50,16609
27,20082
25,24604
35,54427
32,61184
45,36599
39,39773
30,5337
23,44804
24,149251
35,101369
32,123152
35,67422
66,70753
26,145784
31,53746
34,180927
38,17498
37,117307
49,82977
26,37735
74,25374
30,88591
27,35074
40,66773
27,46885
25,37739
55,58842
22,9873
35,77993
39,32269
37,38121
24,136548
32,91103
70,41531
25,116539
44,48823
22,34377
42,23884
34,34531
26,38153
23,25759
48,33722
22,41787
43,20519
45,68240
30,73823
28,128871
41,36897
28,102895
50,31190
36,101738
38,22980
32,46433
28,39342
26,12089
29,55491
30,47140
40,19253
27,23722
81,69427
48,17277
41,28178
22,59273
26,71863
46,110767
48,130240
42,36742
29,53742
38,14989
52,90207
39,39400
45,63761
36,121828
48,20856
34,23804
39,13384
36,97524
61,9687
33,22539
24,96658
32,12953
27,30695
27,35958
32,15856
33,50653
26,73052
34,8360
26,78534
34,71255
35,23667
32,183009
27,48520
35,19030
56,105814
44,34677
25,77907
27,39727
42,108662
36,37292
28,129423
31,95360
44,55025
41,139522
58,28878
48,18382
39,94356
34,9993
73,57632
24,77690
43,108711
31,30881
28,73684
32,102183
40,45558
36,118487
31,192787
41,76789
40,123894
30,90207
30,113949
41,136270
43,17599
21,38109
57,29950
39,94748
43,18467
48,26968
21,57791
25,15258
32,145826
23,115686
38,66239
41,34304
36,66114
53,23837
29,123903
29,28071
40,63898
29,54795
55,21203
30,14767
26,79337
29,81030
41,18524
55,27238
34,58883
23,77016
22,52277
29,20269
35,53865
50,131352
34,48935
31,23599
30,22827
37,119554
49,88565
38,21051
32,57008
37,42484
42,23382
22,67357
44,75985
37,62717
36,21103
41,68043
31,24800
32,50533
43,24706
35,82067
22,14737
52,76521
49,13020
26,31867
52,32671
36,15410
24,24846
41,48231
39,61617
27,64170
23,20335
32,121148
40,6919
37,131617
38,51587
37,85368
45,30672
47,32633
33,47019
39,62205
46,32673
44,68771
33,55695
33,24370
31,35046
43,61561
35,9530
37,11613
22,27092
21,93613
31,58902
41,81068
37,108667
41,117482
34,68703
44,115885
33,8893
38,30439
67,77068
42,16548
35,25279
40,145261
37,60865
24,185681
44,51321
28,119751
44,11806
26,101532
31,35656
47,106330
37,129029
23,19761
24,52362
36,36219
31,134361
50,39102
56,79847
48,35986
35,32607
24,51209
31,17685
30,17742
46,40182
44,147705
37,9425
26,97756
36,58641
37,15980
31,32556
22,88383
43,48713
30,22985
31,13867
37,64994
41,24674
42,67530
42,25576
33,39671
21,23285
32,85309
52,30388
34,66720
39,30243
32,10700
42,124989
42,148342
22,116762
35,32770
37,11204
28,47274
48,168168
34,105712
30,39515
38,35924
23,33884
44,86115
24,100337
41,61143
31,73302
32,111610
36,61124
48,31248
25,10590
78,51230
61,43980
40,15452
32,34113
36,62239
24,82260
52,67985
44,24130
32,27815
44,19431
41,53279
29,39151
34,57344
49,19672
59,16513
31,84065
47,51425
39,35868
29,6202
38,42213
48,39857
29,16986
30,9060
26,32608
45,57882
34,8762
54,10556
41,30206
36,145500
26,82106
35,42443
40,60238
43,142623
37,66360
30,84296
46,64967
34,31731
58,57779
29,35187
38,20693
59,108625
36,60101
26,106504
29,61171
22,52086
54,63679
28,41378
47,17739
65,22515
38,36968
79,7594
26,88479
37,106180
38,46055
25,18355
33,139087
44,81828
29,63883
45,67606
43,95050
37,189057
61,116713
44,115103
46,144165
38,71963
35,63195
23,23482
30,33000
36,101796
38,39978
32,10857
49,39650
22,24635
39,16406
39,53386
24,96850
30,38930
34,91229
34,95055
27,54133
33,18257
47,51512
47,72765
51,28830
44,97628
23,80973
34,92190
27,90916
44,88736
24,21868
29,42777
31,60083
52,129739
43,14155
22,10314
20,121953
33,63057
47,55762
34,39827
48,75790
25,19338
23,34967
51,17129
28,131723
41,12383
46,20314
48,125615
33,91618
63,67696
39,21631
38,61920
34,108073
34,34608
26,86216
24,31211
52,39263
23,46043
22,52850
25,11143
38,35635
31,77919
47,52418
30,176826
23,40828
26,87608
32,34205
34,5909
32,18172
40,40464
43,63002
35,11492
57,125023
45,37608
47,110338
36,106842
40,77499
28,16377
20,89759
27,33213
57,68527
41,30328
24,100055
43,37245
39,60316
26,50245
34,25400
41,75125
36,42567
35,44403
48,11559
54,144883
26,97240
25,162689
32,52501
22,20407
57,100711
37,14780
38,13567
35,62813
32,103432
41,117345
42,15470
29,92105
52,16363
32,9489
32,89033
24,20682
34,35695
36,58372
49,91047
31,20202
57,73752
26,53142
30,32704
35,86524
30,36715
36,42185
54,27983
33,56014
36,67272
48,68253
50,18320
56,184233
42,56630
51,7867
52,149895
42,24659
40,98983
40,8848
41,181394
29,47725
37,140648
44,39257
31,69069
25,64391
25,25041
23,126713
26,26682
40,16577
38,81628
43,7051
43,64741
46,47115
38,15197
56,42602
48,20561
62,59113
52,106850
51,109951
55,75469
58,22708
33,48761
38,53053
35,29302
33,52385
35,67691
50,65080
53,66022
35,33691
33,28953
49,23989
48,35574
31,104762
34,137326
25,105387
42,92233
23,19056
23,16748
48,66162
32,34440
51,79652
46,77082
32,12840
29,44704
27,20644
68,75829
52,139276
41,27683
37,11198
37,113588
21,13874
27,54282
25,10228
39,59657
29,90099
58,79436
39,67280
21,124862
38,121403
31,83235
39,39849
31,106540
33,43591
38,41951
29,61856
34,8848
34,84474
40,41750
35,25986
34,104751
29,71749
33,29655
34,73146
25,80613
46,91565
22,68487
25,50554
33,89228
43,38030
48,98289
42,26909
37,20300
36,51020
43,64948
37,25350
37,5817
32,9830
34,20328
30,37062
36,38917
21,60551
30,28865
37,43187
57,82530
29,62666
26,52467
27,64986
67,75536
31,64539
37,43254
49,31739
59,156044
48,15069
34,30573
41,37612
31,80946
26,120750
53,9657
32,11749
21,20966
32,12860
44,14604
28,17640
26,19184
26,9948
33,84432
24,123957
48,58491
28,32204
29,68772
27,153235
29,21891
44,19360
31,70654
32,29529
26,61375
26,48573
46,90651
36,47555
50,35551
49,91507
40,52613
31,36856
38,19378
31,31674
38,69576
46,39480
30,12392
32,47114
26,26601
28,64995
48,11230
29,119325
44,126059
28,36701
42,47914
42,78093
31,53225
35,6447
62,39585
31,21105
48,27709
45,70820
25,89911
32,32326
24,51783
26,93651
29,78926
47,88280
40,21858
40,71955
49,24699
26,78428
47,82504
41,35409
62,111626
39,17337
38,30503
42,104997
37,75374
25,16939
37,17837
42,79956
29,48211
59,43874
31,30630
34,26572
62,93846
45,113848
26,10468
33,23456
54,10500
27,49022
52,42304
38,66726
44,49235
41,72266
29,31289
26,22838
29,86405
34,9833
38,59309
28,25208
31,37187
38,14877
38,36592
31,29336
35,53003
45,28617
51,84477
24,52874
37,66724
60,77429
31,88588
52,41386
24,68530
42,70383
42,7623
34,74160
40,37263
48,111631
40,72085
59,18604
24,23841
48,94245
26,47934
67,58647
51,81073
36,54854
57,65811
35,131364
37,140133
33,58461
30,37091
45,9749
53,64563
39,122309
46,134488
56,47046
36,61713
49,47365
27,62247
35,49119
48,167548
35,54896
55,41656
27,38949
23,87609
33,18154
38,43534
40,30686
38,78756
51,5580
34,81088
22,75231
31,83181
26,52605
33,58799
33,51919
36,18958
56,68272
42,59609
32,33675
33,32426
38,63433
55,64918
28,28936
41,29316
44,30899
31,44058
36,13143
48,69549
50,73068
47,43565
35,50989
33,56456
58,48115
43,22504
36,133839
36,27603
30,33280
49,6963
37,133446
25,46192
23,31574
36,14865
33,41514
43,36212
30,44384
37,61610
47,49423
40,115311
35,91846
34,86029
42,34175
38,54880
32,25516
23,23894
39,116312
34,42356
29,73923
50,38671
32,6336
24,6473
38,78190
33,142060
31,115015
38,81857
30,25633
36,80356
32,60154
31,63065
30,10755
43,190788
28,157572
36,90200
29,125635
30,36225
37,23770
39,44195
21,102839
28,23497
34,84073
49,66938
38,79769
30,11089
32,51512
24,73384
55,16023
30,149548
58,86738
43,11552
21,33074
48,29419
22,107417
42,59736
47,48769
31,10648
36,47595
63,57651
33,80590
66,68792
47,166266
34,63859
53,8893
39,127312
44,53806
24,37347
67,51892
29,52877
28,32276
35,70230
23,34866
30,79243
50,16466
54,32261
36,113464
50,31811
31,68889
29,70973
25,14932
36,17923
27,40981
26,50199
30,160755
30,23787
50,11992
40,6736
24,8500
27,26615
39,40556
34,17512
35,94505
35,132572
25,120425
33,68447
56,117515
38,89247
32,36850
25,101659
25,99334
49,68000
33,54256
34,100736
28,7851
58,67168
23,18622
23,26837
28,56796
31,79344
37,28148
55,19151
36,25803
23,118591
43,87336
35,97397
28,64847
24,59046
41,12805
39,40919
23,57912
43,42155
28,8944
49,43776
39,100986
30,140683
22,39418
46,46971
26,47356
28,21225
29,40160
38,78396
26,42077
27,54030
29,41744
38,115425
23,18742
31,57929
28,81785
27,121927
30,29753
31,23761
37,135805
24,16685
51,87169
21,76197
27,13904
58,89035
41,31670
33,41058
41,49662
29,191794
48,12442
27,76117
48,66692
47,29300
45,30407
38,114844
23,18748
41,111407
52,11679
34,47673
22,59492
29,151409
32,25822
39,19437
39,135107
45,46613
31,54049
32,75336
56,126821
40,117736
37,74134
47,34196
40,43760
52,57083
43,53390
36,5616
32,17325
27,11478
40,17289
31,92764
29,49191
64,57662
29,105147
53,126083
25,7621
39,32623
28,68054
38,25995
38,88755
31,33524
25,41948
45,35902
59,46612
61,36025
26,26451
53,61357
50,146287
28,45418
40,32894
43,138547
21,25778
28,24485
35,64152
41,159212
42,53836
38,76247
34,9025
52,17163
36,17271
51,45597
40,47772
26,139942
64,68335
35,15008
49,38067
41,98754
43,116293
44,117365
38,9377
31,166877
25,52913
30,41425
44,41833
27,67472
50,113234
30,139844
23,60472
29,33401
31,36970
43,12829
20,53981
36,117547
47,75137
42,95984
54,19534
49,122859
32,107788
55,142536
35,21943
54,39839
41,16915
54,79839
44,111704
51,110489
28,58079
26,48463
34,66799
29,43655
42,9233
20,121884
27,45065
33,43858
38,141188
35,90962
28,84322
37,24165
39,14199
22,54342
48,136922
47,123286
30,45780
37,50368
21,53653
27,19110
40,75912
40,10292
23,49929
45,113664
39,29188
32,117462
38,14550
50,67044
35,147542
25,85721
33,44637
41,78193
35,28041
50,137084
36,43946
26,89006
50,58691
28,42017
42,146146
30,11823
43,41700
41,94103
36,30751
36,29743
49,50311
50,59703
38,34049
46,22307
36,48554
60,9657
28,90458
23,23179
32,18537
38,42010
51,45875
42,86807
37,151293
24,36769
34,62668
27,188866
24,126985
30,121817
23,49874
40,32866
40,44100
81,11290
33,72026
42,49091
28,41984
32,22161
63,97857
31,44079
33,24543
36,79247
54,46477
36,79420
41,66103
27,48549
46,76223
22,103521
32,11621
37,48451
23,28227
40,36492
33,61222
50,108979
47,6816
23,7895
28,64773
40,11919
29,143870
29,81101
39,8885
22,49340
37,96950
40,42580
32,98219
32,13672
30,64478
30,16263
28,36885
23,66857
41,13686
23,22116
21,13173
24,41238
27,21587
31,164782
50,61131
32,58067
56,56795
37,80415
28,43055
49,22976
37,35887
25,113492
34,26181
44,7468
32,110068
39,58306
46,72589
28,34465
36,120915
26,90282
25,134638
31,93339
35,32450
35,28047
23,93992
49,115933
33,20514
54,63116
29,77356
45,15597
37,79152
56,33637
69,42885
29,13345
27,14432
27,80273
37,62454
43,59589
25,61216
44,44658
24,61333
26,42609
35,15710
44,25271
36,105978
29,73831
33,86579
47,15414
44,11854
27,60152
32,43294
35,25977
48,64774
23,6139
29,124793
36,62499
39,108671
24,87776
49,41891
42,120386
41,108311
63,22974
31,53693
23,57674
31,47859
55,128259
41,18426
22,107992
25,22645
41,133061
37,58323
39,101178
40,23330
50,123651
37,31828
27,109544
29,25560
34,72742
25,74320
24,157469
41,176730
37,91004
33,58129
35,46425
40,60981
38,51687
34,58110
26,138582
45,11542
40,90407
47,86320
46,80713
50,7839
22,93619
31,9240
21,38987
29,22591
34,114278
27,11069
37,57102
43,30909
42,36291
29,6476
29,34702
25,150130
48,55522
37,35441
32,169335
40,81632
32,82208
38,120654
28,45682
29,55804
22,13651
51,127222
38,31274
55,89895
32,39543
51,80207
30,57256
55,12692
55,119026
29,130161
51,23946
23,77653
56,9315
26,71919
30,20401
27,74886
57,21105
54,24838
55,63288
32,40739
55,16810
46,21363
25,151573
43,51865
39,28192
67,21869
20,60025
34,66145
29,68018
45,67166
27,55345
46,111422
27,48175
47,6047
35,51216
35,22487
39,8774
39,61076
24,12930
58,106818
29,39599
38,61123
28,54765
34,117525
27,47660
24,37033
49,21797
29,120069
47,100305
29,56321
48,12153
34,38732
26,46979
35,27994
32,67706
27,99379
54,45169
26,125137
27,44911
35,51387
32,52346
38,97924
26,142640
33,149050
38,28706
29,25579
35,29805
41,123287
40,74484
28,7375
37,88045
28,42151
43,28210
37,34179
27,110026
22,82621
29,34969
36,47116
38,50574
38,97396
48,27684
44,22441
28,32836
29,106681
40,70494
30,79531
27,34481
35,31381
36,59077
30,14694
37,153045
31,145389
28,121954
60,14047
25,13798
34,41115
38,74454
34,113275
50,34615
40,111540
29,46909
37,24491
40,47615
34,119243
29,66135
24,23704
42,16880
49,19249
33,78367
39,28806
33,63120
34,53548
26,50349
58,35755
62,51211
50,18170
25,25385
54,35761
42,65720
35,48257
35,36369
60,49230
24,20958
29,129233
56,17764
29,176754
50,89728
32,155862
39,8464
39,17351
29,32007
40,39223
23,10311
57,84395
28,69014
46,81569
31,46411
41,9518
25,46153
32,45943
35,11205
34,33358
44,45246
27,36588
21,29067
46,129553
37,101496
55,152941
50,201897
35,203012
44,201244
34,203348
45,200100
34,201262
29,201402
33,200071
51,203405
33,204895
43,202918
37,200434
40,203931
32,203559
25,201119
30,201104
46,201339
29,200383
38,204672
29,203007
36,200071
52,200746
40,202702
31,201976
60,200313
23,204562
68,202585
36,204436
67,203538
47,202705
34,200232
30,202139
37,200788
32,202914
28,201584
35,202644
28,203821
44,202998
45,202154
38,204277
20,202701
40,203061
